query	config	requests	first	last	termination	diefficiency
interactive discover 3.4	timeout 5000 void	274	18.29	18.298	18.056	9.786
interactive discover 3.4	timeout 5000	274	17.168	17.177	16.937	9.188
interactive discover 3.4	timeout 10000 void simple	274	23.973	23.982	23.781	12.707
interactive discover 3.4	timeout 10000 void	274	23.155	23.162	23.542	12.071
interactive discover 3.4	timeout 10000	274	22.171	22.179	21.94	11.634
interactive discover 3.4	timeout 20000 void simple	274	33.512	33.52	32.708	17.321
interactive discover 3.4	timeout 20000 void	274	34.285	34.296	34.187	17.985
interactive discover 3.4	timeout 20000	274	19.459	19.467	19.543	10.271
interactive discover 4.0	baseline	144	21.57	21.57	21.664	10.785
interactive discover 4.0	cardinality once void simple	0			0	
interactive discover 4.0	cardinality once void	144	20.561	20.561	22.273	10.28
interactive discover 4.0	cardinality once	144	22.008	22.008	22.76	11.004
interactive discover 4.0	cardinality unlimited void simple	144	20.348	20.349	23.2	10.179
interactive discover 4.0	cardinality unlimited void	144	14.548	14.549	14.964	7.278
interactive discover 4.0	cardinality unlimited	144	24.668	24.669	24.695	12.338
interactive discover 4.0	overhead simple	0			0	
interactive discover 4.0	overhead	0			0	
interactive discover 4.0	timeout 100 void simple	144	19.356	19.356	17.194	9.678
interactive discover 4.0	timeout 100 void	144	17.723	17.724	22.794	8.866
interactive discover 4.0	timeout 100	144	21.884	21.885	23.372	10.947
interactive discover 4.0	timeout 1000 void simple	0			0	
interactive discover 4.0	timeout 1000 void	0			0	
interactive discover 4.0	timeout 1000	0			0	
interactive discover 4.0	timeout 2000 void simple	0			0	
interactive discover 4.0	timeout 2000 void	0			0	
interactive discover 4.0	timeout 2000	0			0	
interactive discover 4.0	timeout 5000 void simple	0			0	
interactive discover 4.0	timeout 5000 void	0			0	
interactive discover 4.0	timeout 5000	0			0	
interactive discover 4.0	timeout 10000 void simple	0			0	
interactive discover 4.0	timeout 10000 void	0			0	
interactive discover 4.0	timeout 10000	0			0	
interactive discover 4.0	timeout 20000 void simple	0			0	
interactive discover 4.0	timeout 20000 void	0			0	
interactive discover 4.0	timeout 20000	144	21.894	21.894	21.896	10.947
interactive discover 4.1	baseline	24	8.343	8.343	8.711	4.171
interactive discover 4.1	cardinality once void simple	24	7.685	7.685	8.039	3.842
interactive discover 4.1	cardinality once void	24	7.965	7.966	7.956	3.984
interactive discover 4.1	cardinality once	24	7.633	7.634	7.517	3.819
interactive discover 4.1	cardinality unlimited void simple	24	8.043	8.043	8.499	4.021
interactive discover 4.1	cardinality unlimited void	24	7.694	7.694	8.281	3.847
interactive discover 4.1	cardinality unlimited	24	8.071	8.071	8.36	4.035
interactive discover 4.1	overhead simple	24	8.407	8.407	8.641	4.204
interactive discover 4.1	overhead	24	8.58	8.58	9.001	4.29
interactive discover 4.1	timeout 100 void simple	24	8.266	8.266	7.795	4.133
interactive discover 4.1	timeout 100 void	24	7.966	7.966	8.026	3.983
interactive discover 4.1	timeout 100	24	7.874	7.874	8.606	3.937
interactive discover 4.1	timeout 1000 void simple	24	8.203	8.203	7.977	4.101
interactive discover 4.1	timeout 1000 void	24	8.086	8.088	8.277	4.048
interactive discover 4.1	timeout 1000	24	8.252	8.252	8.187	4.126
interactive discover 4.1	timeout 2000 void simple	24	8.704	8.704	8.567	4.352
interactive discover 4.1	timeout 2000 void	24	8.502	8.502	8.72	4.251
interactive discover 4.1	timeout 2000	24	8.364	8.364	8.674	4.182
interactive discover 4.1	timeout 5000 void simple	24	8.625	8.625	9.455	4.312
interactive discover 4.1	timeout 5000 void	24	8.838	8.839	8.458	4.422
interactive discover 4.1	timeout 5000	24	8.184	8.184	8.039	4.092
interactive discover 4.1	timeout 10000 void simple	24	8.633	8.633	8.442	4.316
interactive discover 4.1	timeout 10000 void	24	8.752	8.753	8.654	4.378
interactive discover 4.1	timeout 10000	24	8.269	8.269	8.633	4.135
interactive discover 4.1	timeout 20000 void simple	24	8.445	8.446	8.254	4.224
interactive discover 4.1	timeout 20000 void	24	8.638	8.638	8.806	4.319
interactive discover 4.1	timeout 20000	24	8.137	8.137	8.295	4.069
interactive discover 4.2	baseline	21	7.568	7.569	7.878	3.787
interactive discover 4.2	cardinality once void simple	21	7.54	7.541	7.427	3.773
interactive discover 4.2	cardinality once void	21	7.764	7.764	7.394	3.882
interactive discover 4.2	cardinality once	21	7.665	7.666	7.981	3.835
interactive discover 4.2	cardinality unlimited void simple	21	7.385	7.385	7.181	3.692
interactive discover 4.2	cardinality unlimited void	21	7.45	7.45	7.031	3.725
interactive discover 4.2	cardinality unlimited	21	7.55	7.55	7.891	3.775
interactive discover 4.2	overhead simple	21	7.974	7.974	8.468	3.987
interactive discover 4.2	overhead	21	8.001	8.001	8.004	4.0
interactive discover 4.2	timeout 100 void simple	21	7.216	7.216	6.868	3.608
interactive discover 4.2	timeout 100 void	21	7.624	7.625	7.095	3.814
interactive discover 4.2	timeout 100	21	7.434	7.435	7.472	3.719
interactive discover 4.2	timeout 1000 void simple	21	7.891	7.891	8.122	3.946
interactive discover 4.2	timeout 1000 void	21	7.844	7.844	7.809	3.922
interactive discover 4.2	timeout 1000	21	7.851	7.851	7.864	3.925
interactive discover 4.2	timeout 2000 void simple	21	7.929	7.929	7.873	3.965
interactive discover 4.2	timeout 2000 void	21	8.012	8.013	7.772	4.007
interactive discover 4.2	timeout 2000	21	8.022	8.022	7.587	4.011
interactive discover 4.2	timeout 5000 void simple	21	7.841	7.841	7.93	3.921
interactive discover 4.2	timeout 5000 void	21	7.948	7.949	7.969	3.976
interactive discover 4.2	timeout 5000	21	7.806	7.806	7.671	3.903
interactive discover 4.2	timeout 10000 void simple	21	7.912	7.912	8.02	3.956
interactive discover 4.2	timeout 10000 void	21	8.007	8.007	8.009	4.003
interactive discover 4.2	timeout 10000	21	7.696	7.696	7.578	3.848
interactive discover 4.2	timeout 20000 void simple	21	7.968	7.969	7.97	3.987
interactive discover 4.2	timeout 20000 void	21	8.174	8.174	7.983	4.087
interactive discover 4.2	timeout 20000	21	7.723	7.723	7.903	3.861
interactive discover 4.3	baseline	229	20.641	20.641	18.237	10.32
interactive discover 4.3	cardinality once void simple	229	33.15	33.151	18.628	16.577
interactive discover 4.3	cardinality once void	229	18.358	18.358	18.145	9.179
interactive discover 4.3	cardinality once	229	18.172	18.172	17.95	9.086
interactive discover 4.3	cardinality unlimited void simple	229	18.338	18.338	20.003	9.169
interactive discover 4.3	cardinality unlimited void	229	18.522	18.522	17.828	9.261
interactive discover 4.3	cardinality unlimited	229	29.606	29.607	26.584	14.805
interactive discover 4.3	overhead simple	229	37.821	37.822	38.124	18.913
interactive discover 4.3	overhead	229	38.396	38.396	38.186	19.198
interactive discover 4.3	timeout 100 void simple	229	16.81	16.81	16.371	8.405
interactive discover 4.3	timeout 100 void	229	17.508	17.508	19.182	8.754
interactive discover 4.3	timeout 100	229	17.844	17.844	17.701	8.922
interactive discover 4.3	timeout 1000 void simple	0			0	
interactive discover 4.3	timeout 1000 void	0			0	
interactive discover 4.3	timeout 1000	0			0	
interactive discover 4.3	timeout 2000 void simple	0			0	
interactive discover 4.3	timeout 2000 void	0			0	
interactive discover 4.3	timeout 2000	0			0	
interactive discover 4.3	timeout 5000 void simple	0			0	
interactive discover 4.3	timeout 5000 void	0			0	
interactive discover 4.3	timeout 5000	0			0	
interactive discover 4.3	timeout 10000 void simple	0			0	
interactive discover 4.3	timeout 10000 void	0			0	
interactive discover 4.3	timeout 10000	229	19.502	19.502	16.651	9.751
interactive discover 4.3	timeout 20000 void simple	229	30.7	30.701	26.63	15.352
interactive discover 4.3	timeout 20000 void	229	27.072	27.072	27.237	13.536
interactive discover 4.3	timeout 20000	229	18.014	18.014	17.917	9.007
interactive discover 4.4	baseline	143	21.756	21.757	22.17	10.883
interactive discover 4.4	cardinality once void simple	0			0	
interactive discover 4.4	cardinality once void	143	22.308	22.309	22.931	11.161
interactive discover 4.4	cardinality once	143	21.307	21.308	21.447	10.657
interactive discover 4.4	cardinality unlimited void simple	0			0	
interactive discover 4.4	cardinality unlimited void	0			0	
interactive discover 4.4	cardinality unlimited	143	40.348	40.349	39.076	20.18
interactive discover 4.4	overhead simple	0			0	
interactive discover 4.4	overhead	0			0	
interactive discover 4.4	timeout 100 void simple	0			0	
interactive discover 4.4	timeout 100 void	143	18.106	18.107	19.436	9.056
interactive discover 4.4	timeout 100	143	22.131	22.132	23.22	11.069
interactive discover 4.4	timeout 1000 void simple	0			0	
interactive discover 4.4	timeout 1000 void	0			0	
interactive discover 4.4	timeout 1000	0			0	
interactive discover 4.4	timeout 2000 void simple	0			0	
interactive discover 4.4	timeout 2000 void	0			0	
interactive discover 4.4	timeout 2000	0			0	
interactive discover 4.4	timeout 5000 void simple	0			0	
interactive discover 4.4	timeout 5000 void	0			0	
interactive discover 4.4	timeout 5000	0			0	
interactive discover 4.4	timeout 10000 void simple	0			0	
interactive discover 4.4	timeout 10000 void	0			0	
interactive discover 4.4	timeout 10000	0			0	
interactive discover 4.4	timeout 20000 void simple	0			0	
interactive discover 4.4	timeout 20000 void	0			0	
interactive discover 4.4	timeout 20000	143	21.589	21.59	21.69	10.798
interactive discover 5.0	baseline	128	7.718	11.28	11.143	30.423
interactive discover 5.0	cardinality once void simple	128	8.236	16.091	10.789	94.36
interactive discover 5.0	cardinality once void	128	8.079	13.973	11.212	71.537
interactive discover 5.0	cardinality once	128	8.847	10.949	11.097	20.171
interactive discover 5.0	cardinality unlimited void simple	128	8.327	13.043	21.812	49.881
interactive discover 5.0	cardinality unlimited void	128	8.362	11.39	11.882	24.405
interactive discover 5.0	cardinality unlimited	128	8.055	12.894	13.883	43.634
interactive discover 5.0	overhead simple	128	9.266	12.616	14.929	31.298
interactive discover 5.0	overhead	128	9.36	11.674	11.331	21.064
interactive discover 5.0	timeout 100 void simple	128	7.75	11.363	11.469	28.224
interactive discover 5.0	timeout 100 void	128	8.475	12.131	11.588	36.428
interactive discover 5.0	timeout 100	128	8.366	11.191	11.003	24.029
interactive discover 5.0	timeout 1000 void simple	128	8.175	11.083	10.983	24.738
interactive discover 5.0	timeout 1000 void	128	7.815	11.496	11.761	24.549
interactive discover 5.0	timeout 1000	128	7.564	10.672	10.879	20.353
interactive discover 5.0	timeout 2000 void simple	128	8.423	13.146	14.594	39.844
interactive discover 5.0	timeout 2000 void	128	8.284	11.531	11.497	17.806
interactive discover 5.0	timeout 2000	128	8.183	12.179	15.125	26.367
interactive discover 5.0	timeout 5000 void simple	128	8.938	11.071	11.163	24.247
interactive discover 5.0	timeout 5000 void	128	8.309	13.775	11.527	56.758
interactive discover 5.0	timeout 5000	128	7.756	16.17	11.139	91.232
interactive discover 5.0	timeout 10000 void simple	128	8.383	11.531	11.393	31.304
interactive discover 5.0	timeout 10000 void	128	7.835	10.999	11.679	24.539
interactive discover 5.0	timeout 10000	128	7.502	14.055	10.987	64.862
interactive discover 5.0	timeout 20000 void simple	128	8.719	11.171	11.73	21.515
interactive discover 5.0	timeout 20000 void	128	8.572	13.335	11.001	48.276
interactive discover 5.0	timeout 20000	128	8.523	10.873	10.641	24.069
interactive discover 5.1	baseline	20	7.376	7.764	7.259	4.621
interactive discover 5.1	cardinality once void simple	20	7.066	7.176	7.664	3.808
interactive discover 5.1	cardinality once void	20	6.971	7.375	8.23	4.495
interactive discover 5.1	cardinality once	20	6.991	7.21	8.346	4.04
interactive discover 5.1	cardinality unlimited void simple	20	6.891	7.296	7.989	4.458
interactive discover 5.1	cardinality unlimited void	20	6.95	7.953	8.279	5.805
interactive discover 5.1	cardinality unlimited	20	6.767	7.638	7.471	5.23
interactive discover 5.1	overhead simple	20	6.987	7.263	7.898	4.154
interactive discover 5.1	overhead	20	7.022	7.562	7.108	4.815
interactive discover 5.1	timeout 100 void simple	20	7.063	7.283	7.545	4.081
interactive discover 5.1	timeout 100 void	20	6.797	7.86	8.291	5.819
interactive discover 5.1	timeout 100	20	7.181	7.8	7.116	5.017
interactive discover 5.1	timeout 1000 void simple	20	6.972	7.213	7.465	4.054
interactive discover 5.1	timeout 1000 void	20	7.353	7.752	7.702	4.642
interactive discover 5.1	timeout 1000	20	7.22	7.473	8.079	4.203
interactive discover 5.1	timeout 2000 void simple	20	7.404	7.75	7.988	4.539
interactive discover 5.1	timeout 2000 void	20	7.364	8.078	6.893	5.438
interactive discover 5.1	timeout 2000	20	7.058	7.757	7.194	5.229
interactive discover 5.1	timeout 5000 void simple	20	7.169	7.83	7.928	5.202
interactive discover 5.1	timeout 5000 void	20	7.063	7.779	7.731	5.287
interactive discover 5.1	timeout 5000	20	7.043	7.838	7.02	5.478
interactive discover 5.1	timeout 10000 void simple	20	7.1	7.867	8.103	5.421
interactive discover 5.1	timeout 10000 void	20	7.037	7.895	7.882	5.62
interactive discover 5.1	timeout 10000	20	7.01	7.375	7.869	4.378
interactive discover 5.1	timeout 20000 void simple	20	7.151	7.562	7.957	4.556
interactive discover 5.1	timeout 20000 void	20	6.822	7.496	7.005	5.065
interactive discover 5.1	timeout 20000	20	7.189	7.77	8.074	5.011
interactive discover 5.2	baseline	17	6.668	6.824	6.874	3.665
interactive discover 5.2	cardinality once void simple	17	6.913	7.233	7.266	3.937
interactive discover 5.2	cardinality once void	17	7.106	7.237	7.146	3.751
interactive discover 5.2	cardinality once	17	6.94	7.097	6.93	3.707
interactive discover 5.2	cardinality unlimited void simple	17	6.839	7.128	7.202	3.854
interactive discover 5.2	cardinality unlimited void	17	7.079	7.139	7.291	3.632
interactive discover 5.2	cardinality unlimited	17	6.897	7.303	7.701	4.213
interactive discover 5.2	overhead simple	17	7.095	7.233	7.352	3.838
interactive discover 5.2	overhead	17	6.964	7.133	6.894	3.86
interactive discover 5.2	timeout 100 void simple	17	6.801	7.137	6.964	3.905
interactive discover 5.2	timeout 100 void	17	7.356	7.358	7.433	3.682
interactive discover 5.2	timeout 100	17	6.824	7.012	6.9	3.712
interactive discover 5.2	timeout 1000 void simple	17	7.149	7.291	7.179	3.866
interactive discover 5.2	timeout 1000 void	17	7.049	7.18	7.234	3.789
interactive discover 5.2	timeout 1000	17	6.917	7.056	7.145	3.743
interactive discover 5.2	timeout 2000 void simple	17	7.023	7.173	7.205	3.81
interactive discover 5.2	timeout 2000 void	17	6.843	6.996	7.526	3.727
interactive discover 5.2	timeout 2000	17	6.801	7.024	8.168	3.91
interactive discover 5.2	timeout 5000 void simple	17	6.915	7.057	6.794	3.75
interactive discover 5.2	timeout 5000 void	17	6.945	7.124	7.17	3.852
interactive discover 5.2	timeout 5000	17	7.254	7.427	7.228	3.965
interactive discover 5.2	timeout 10000 void simple	17	6.731	6.858	7.046	3.632
interactive discover 5.2	timeout 10000 void	17	7.219	7.351	7.384	3.881
interactive discover 5.2	timeout 10000	17	6.93	7.059	7.074	3.733
interactive discover 5.2	timeout 20000 void simple	17	6.968	7.131	6.828	3.841
interactive discover 5.2	timeout 20000 void	17	6.753	6.947	6.786	3.786
interactive discover 5.2	timeout 20000	17	7.28	7.455	7.248	4.024
interactive discover 5.3	baseline	224	7.723	11.224	11.478	12.838
interactive discover 5.3	cardinality once void simple	224	7.838	11.349	12.498	12.409
interactive discover 5.3	cardinality once void	224	9.057	11.245	11.946	10.685
interactive discover 5.3	cardinality once	224	7.871	10.933	11.11	11.679
interactive discover 5.3	cardinality unlimited void simple	224	8.842	11.22	11.66	10.879
interactive discover 5.3	cardinality unlimited void	224	7.888	11.107	10.953	12.421
interactive discover 5.3	cardinality unlimited	224	6.95	10.843	15.263	12.302
interactive discover 5.3	overhead simple	224	7.715	11.441	11.262	13.213
interactive discover 5.3	overhead	224	7.879	12.332	11.735	16.724
interactive discover 5.3	timeout 100 void simple	224	7.899	11.156	11.789	12.515
interactive discover 5.3	timeout 100 void	224	8.08	10.885	11.364	11.534
interactive discover 5.3	timeout 100	224	8.376	11.621	11.118	13.3
interactive discover 5.3	timeout 1000 void simple	224	7.849	11.771	12.116	13.461
interactive discover 5.3	timeout 1000 void	224	7.5	11.067	11.473	13.284
interactive discover 5.3	timeout 1000	224	7.526	11.398	14.482	14.176
interactive discover 5.3	timeout 2000 void simple	224	7.913	11.996	11.415	16.107
interactive discover 5.3	timeout 2000 void	224	8.301	12.324	19.617	15.894
interactive discover 5.3	timeout 2000	224	7.813	11.355	11.144	13.922
interactive discover 5.3	timeout 5000 void simple	224	8.082	11.215	11.317	12.073
interactive discover 5.3	timeout 5000 void	224	7.893	11.467	11.476	13.541
interactive discover 5.3	timeout 5000	224	8.1	11.21	11.368	12.123
interactive discover 5.3	timeout 10000 void simple	224	8.334	11.506	11.548	12.719
interactive discover 5.3	timeout 10000 void	224	8.348	11.566	11.462	12.992
interactive discover 5.3	timeout 10000	224	7.732	11.593	11.795	14.155
interactive discover 5.3	timeout 20000 void simple	224	7.684	11.352	11.728	12.895
interactive discover 5.3	timeout 20000 void	224	8.607	11.588	11.642	12.536
interactive discover 5.3	timeout 20000	224	7.671	11.451	10.987	13.484
interactive discover 5.4	baseline	123	7.619	10.942	10.513	30.065
interactive discover 5.4	cardinality once void simple	123	7.736	11.08	11.187	36.056
interactive discover 5.4	cardinality once void	123	7.331	12.806	10.487	73.738
interactive discover 5.4	cardinality once	123	7.502	10.574	10.658	27.952
interactive discover 5.4	cardinality unlimited void simple	123	8.062	10.794	10.571	27.92
interactive discover 5.4	cardinality unlimited void	123	7.541	14.643	10.955	101.209
interactive discover 5.4	cardinality unlimited	123	7.462	13.872	15.688	74.35
interactive discover 5.4	overhead simple	123	8.068	12.046	21.497	52.237
interactive discover 5.4	overhead	123	8.394	10.983	11.12	27.803
interactive discover 5.4	timeout 100 void simple	123	8.05	11.527	11.971	39.817
interactive discover 5.4	timeout 100 void	123	8.184	11.131	10.664	29.551
interactive discover 5.4	timeout 100	123	7.778	10.724	11.133	29.962
interactive discover 5.4	timeout 1000 void simple	123	7.533	10.866	10.937	26.328
interactive discover 5.4	timeout 1000 void	123	7.284	10.743	10.779	27.846
interactive discover 5.4	timeout 1000	123	7.563	10.966	11.433	25.549
interactive discover 5.4	timeout 2000 void simple	123	7.95	11.248	11.711	28.863
interactive discover 5.4	timeout 2000 void	123	7.439	11.679	11.353	33.155
interactive discover 5.4	timeout 2000	123	7.46	12.578	14.866	56.214
interactive discover 5.4	timeout 5000 void simple	123	7.423	10.894	10.937	31.825
interactive discover 5.4	timeout 5000 void	123	7.559	10.955	10.527	31.366
interactive discover 5.4	timeout 5000	123	7.926	11.074	10.709	33.043
interactive discover 5.4	timeout 10000 void simple	123	7.284	10.998	10.813	30.442
interactive discover 5.4	timeout 10000 void	123	7.608	11.109	10.97	30.23
interactive discover 5.4	timeout 10000	123	7.151	10.939	10.776	30.926
interactive discover 5.4	timeout 20000 void simple	123	8.153	13.946	10.879	80.856
interactive discover 5.4	timeout 20000 void	123	8.091	11.427	11.621	33.353
interactive discover 5.4	timeout 20000	123	7.232	11.734	12.585	49.677
interactive discover 6.0	baseline	0			0	
interactive discover 6.0	cardinality once void simple	0			0	
interactive discover 6.0	cardinality once void	0			0	
interactive discover 6.0	cardinality once	0			0	
interactive discover 6.0	cardinality unlimited void simple	0			0	
interactive discover 6.0	cardinality unlimited void	0			0	
interactive discover 6.0	cardinality unlimited	0			0	
interactive discover 6.0	overhead simple	0			0	
interactive discover 6.0	overhead	0			0	
interactive discover 6.0	timeout 100 void simple	0			0	
interactive discover 6.0	timeout 100 void	0			0	
interactive discover 6.0	timeout 100	0			0	
interactive discover 6.0	timeout 1000 void simple	0			0	
interactive discover 6.0	timeout 1000 void	0			0	
interactive discover 6.0	timeout 1000	0			0	
interactive discover 6.0	timeout 2000 void simple	0			0	
interactive discover 6.0	timeout 2000 void	0			0	
interactive discover 6.0	timeout 2000	0			0	
interactive discover 6.0	timeout 5000 void simple	0			0	
interactive discover 6.0	timeout 5000 void	0			0	
interactive discover 6.0	timeout 5000	0			0	
interactive discover 6.0	timeout 10000 void simple	0			0	
interactive discover 6.0	timeout 10000 void	0			0	
interactive discover 6.0	timeout 10000	0			0	
interactive discover 6.0	timeout 20000 void simple	0			0	
interactive discover 6.0	timeout 20000 void	0			0	
interactive discover 6.0	timeout 20000	0			0	
interactive discover 6.1	baseline	20	7.588	7.588	7.718	3.794
interactive discover 6.1	cardinality once void simple	20	7.22	7.22	7.953	3.61
interactive discover 6.1	cardinality once void	20	7.859	7.859	6.758	3.929
interactive discover 6.1	cardinality once	20	8.355	8.355	7.738	4.178
interactive discover 6.1	cardinality unlimited void simple	20	7.57	7.57	7.973	3.785
interactive discover 6.1	cardinality unlimited void	20	7.814	7.814	7.848	3.907
interactive discover 6.1	cardinality unlimited	20	7.798	7.798	7.636	3.899
interactive discover 6.1	overhead simple	20	7.578	7.578	7.713	3.789
interactive discover 6.1	overhead	20	7.899	7.899	7.748	3.95
interactive discover 6.1	timeout 100 void simple	20	8.004	8.004	8.153	4.002
interactive discover 6.1	timeout 100 void	20	7.879	7.879	7.893	3.939
interactive discover 6.1	timeout 100	20	7.188	7.188	7.992	3.594
interactive discover 6.1	timeout 1000 void simple	20	7.835	7.835	7.982	3.917
interactive discover 6.1	timeout 1000 void	20	7.804	7.804	8.193	3.902
interactive discover 6.1	timeout 1000	20	7.902	7.902	7.544	3.951
interactive discover 6.1	timeout 2000 void simple	20	8.049	8.049	7.206	4.024
interactive discover 6.1	timeout 2000 void	20	7.741	7.741	7.766	3.87
interactive discover 6.1	timeout 2000	20	7.492	7.492	7.88	3.746
interactive discover 6.1	timeout 5000 void simple	20	7.6	7.6	7.673	3.8
interactive discover 6.1	timeout 5000 void	20	7.927	7.927	8.322	3.963
interactive discover 6.1	timeout 5000	20	7.81	7.81	8.338	3.905
interactive discover 6.1	timeout 10000 void simple	20	8.161	8.161	8.215	4.08
interactive discover 6.1	timeout 10000 void	20	8.11	8.11	8.23	4.055
interactive discover 6.1	timeout 10000	20	7.27	7.27	7.628	3.635
interactive discover 6.1	timeout 20000 void simple	20	7.961	7.961	7.719	3.981
interactive discover 6.1	timeout 20000 void	20	7.658	7.658	7.661	3.829
interactive discover 6.1	timeout 20000	20	7.825	7.825	7.574	3.913
interactive discover 6.2	baseline	17	7.253	7.253	6.972	3.627
interactive discover 6.2	cardinality once void simple	17	7.043	7.043	6.343	3.522
interactive discover 6.2	cardinality once void	17	7.097	7.097	7.109	3.549
interactive discover 6.2	cardinality once	17	7.225	7.225	7.305	3.612
interactive discover 6.2	cardinality unlimited void simple	17	6.981	6.981	6.854	3.49
interactive discover 6.2	cardinality unlimited void	17	6.942	6.942	6.936	3.471
interactive discover 6.2	cardinality unlimited	17	6.81	6.81	7.056	3.405
interactive discover 6.2	overhead simple	17	7.079	7.079	6.866	3.539
interactive discover 6.2	overhead	17	7.438	7.438	7.837	3.719
interactive discover 6.2	timeout 100 void simple	17	7.027	7.027	6.924	3.514
interactive discover 6.2	timeout 100 void	17	7.072	7.072	7.171	3.536
interactive discover 6.2	timeout 100	17	7.127	7.127	7.337	3.563
interactive discover 6.2	timeout 1000 void simple	17	7.476	7.476	7.544	3.738
interactive discover 6.2	timeout 1000 void	17	7.643	7.643	7.189	3.821
interactive discover 6.2	timeout 1000	17	7.189	7.189	6.811	3.595
interactive discover 6.2	timeout 2000 void simple	17	7.14	7.14	6.979	3.57
interactive discover 6.2	timeout 2000 void	17	7.298	7.298	7.462	3.649
interactive discover 6.2	timeout 2000	17	7.381	7.381	7.919	3.691
interactive discover 6.2	timeout 5000 void simple	17	7.434	7.434	7.069	3.717
interactive discover 6.2	timeout 5000 void	17	7.448	7.448	7.486	3.724
interactive discover 6.2	timeout 5000	17	7.295	7.295	6.972	3.647
interactive discover 6.2	timeout 10000 void simple	17	7.451	7.451	7.701	3.725
interactive discover 6.2	timeout 10000 void	17	7.267	7.267	7.142	3.634
interactive discover 6.2	timeout 10000	17	7.163	7.163	7.266	3.582
interactive discover 6.2	timeout 20000 void simple	17	7.461	7.461	6.938	3.731
interactive discover 6.2	timeout 20000 void	17	7.18	7.18	7.643	3.59
interactive discover 6.2	timeout 20000	17	7.189	7.189	6.999	3.595
interactive discover 6.3	baseline	0			0	
interactive discover 6.3	cardinality once void simple	0			0	
interactive discover 6.3	cardinality once void	0			0	
interactive discover 6.3	cardinality once	0			0	
interactive discover 6.3	cardinality unlimited void simple	0			0	
interactive discover 6.3	cardinality unlimited void	0			0	
interactive discover 6.3	cardinality unlimited	0			0	
interactive discover 6.3	overhead simple	0			0	
interactive discover 6.3	overhead	0			0	
interactive discover 6.3	timeout 100 void simple	2360	19.886	60.152	60.138	70.342
interactive discover 6.3	timeout 100 void	0			0	
interactive discover 6.3	timeout 100	0			0	
interactive discover 6.3	timeout 1000 void simple	0			0	
interactive discover 6.3	timeout 1000 void	0			0	
interactive discover 6.3	timeout 1000	0			0	
interactive discover 6.3	timeout 2000 void simple	0			0	
interactive discover 6.3	timeout 2000 void	0			0	
interactive discover 6.3	timeout 2000	0			0	
interactive discover 6.3	timeout 5000 void simple	0			0	
interactive discover 6.3	timeout 5000 void	0			0	
interactive discover 6.3	timeout 5000	0			0	
interactive discover 6.3	timeout 10000 void simple	0			0	
interactive discover 6.3	timeout 10000 void	0			0	
interactive discover 6.3	timeout 10000	0			0	
interactive discover 6.3	timeout 20000 void simple	0			0	
interactive discover 6.3	timeout 20000 void	0			0	
interactive discover 6.3	timeout 20000	0			0	
interactive discover 6.4	baseline	123	10.468	19.784	24.318	129.251
interactive discover 6.4	cardinality once void simple	123	9.713	16.315	16.186	76.504
interactive discover 6.4	cardinality once void	123	9.359	15.924	15.802	78.577
interactive discover 6.4	cardinality once	123	11.026	16.547	15.674	76.759
interactive discover 6.4	cardinality unlimited void simple	123	12.87	14.445	14.789	26.702
interactive discover 6.4	cardinality unlimited void	123	17.214	17.91	13.959	17.974
interactive discover 6.4	cardinality unlimited	123	10.53	14.014	13.585	29.849
interactive discover 6.4	overhead simple	123	10.376	20.116	19.937	139.841
interactive discover 6.4	overhead	123	10.371	19.308	18.871	117.54
interactive discover 6.4	timeout 100 void simple	123	10.978	17.721	15.922	90.154
interactive discover 6.4	timeout 100 void	123	8.982	15.221	14.832	73.905
interactive discover 6.4	timeout 100	123	10.625	20.713	20.412	132.706
interactive discover 6.4	timeout 1000 void simple	123	19.943	20.492	19.423	17.797
interactive discover 6.4	timeout 1000 void	123	16.676	19.183	16.415	35.679
interactive discover 6.4	timeout 1000	123	20.112	20.318	22.936	11.741
interactive discover 6.4	timeout 2000 void simple	123	20.177	20.537	21.231	12.09
interactive discover 6.4	timeout 2000 void	123	20.062	20.347	20.615	11.827
interactive discover 6.4	timeout 2000	123	19.745	20.056	19.956	12.04
interactive discover 6.4	timeout 5000 void simple	123	10.688	22.705	23.626	80.722
interactive discover 6.4	timeout 5000 void	123	11.935	23.107	24.359	83.713
interactive discover 6.4	timeout 5000	123	16.065	22.339	22.605	51.264
interactive discover 6.4	timeout 10000 void simple	123	19.281	28.569	28.789	118.888
interactive discover 6.4	timeout 10000 void	123	10.631	28.577	28.341	221.238
interactive discover 6.4	timeout 10000	123	10.468	28.676	30.302	246.489
interactive discover 6.4	timeout 20000 void simple	123	11.386	21.269	20.697	128.846
interactive discover 6.4	timeout 20000 void	123	10.808	22.494	20.829	147.182
interactive discover 6.4	timeout 20000	123	11.72	21.283	20.141	130.437
interactive discover 7.0	baseline	0			0	
interactive discover 7.0	cardinality once void simple	0			0	
interactive discover 7.0	cardinality once void	0			0	
interactive discover 7.0	cardinality once	0			0	
interactive discover 7.0	cardinality unlimited void simple	0			0	
interactive discover 7.0	cardinality unlimited void	0			0	
interactive discover 7.0	cardinality unlimited	0			0	
interactive discover 7.0	overhead simple	0			0	
interactive discover 7.0	overhead	0			0	
interactive discover 7.0	timeout 100 void simple	0			0	
interactive discover 7.0	timeout 100 void	0			0	
